sn,sentence/context,polysemy_word,definition
1329,Never create a fit in public.,fit,
1330,He may create a fit when he drinks alcohol.,fit,
1331,He made a fit when he found his girlfriend with another boy,fit,
1332,That jacket does fit you perfectly.,fit,
1333,The dress does not fit like well.,fit,
1334,Our new sofa doesnt fit through the door.,fit,
1335,I dont think another desk will fit into this classroom.,fit,
1336,My cars too big to fit in this space.,fit,
1337,Those trousers fit you nicely.,fit,
1338,This tiny device fit into the palm of your hand.,fit,
1339,Their new car can barely fit into the garage.,fit,
1340,"If you cant fit all the case in your car, I can take a few in mine.",fit,
1341,One size fit all.,fit,
1342,My money is in float.,float,
1343,"Wait a moment, my check is in float in bank.",float,
1344,My money draft is in float.,float,
1345,You need to wait until your check is in float.,float,
1346,Your check may be in float two days due to holidays.,float,
1347,"Due to long holiday, your check is in float for many days",float,
1348,An empty bottle will float.,float,
1349,You can float very easily on the Dead Sea because its so salty.,float,
1350,We lashed together anything that would float to make a raft.,float,
1351,"The body hit the water, float ed for a few seconds, and then sank to the bottom of the river.",float,
1352,"In science we learned about density, and why oil float on water.",float,
1353,"In the pool, several ladies were float ing on their backs, like starfish, with their arms and legs stretched out.",float,
1354,"""My rubber duck wont float any more!"" ""Oh dear - its all full of water, thats why.""",float,
1355,The oil spill can foul the river and destroy habitats.,foul,
1356,The oil slick can foul the California coastline.,foul,
1357,The waste from the factory will foul the lake.,foul,
1358,This industry is going to foul the water of the river very badly,foul,
1359,The smoke from the factory will foul the air,foul,
1360,This toilet has foul smell!,foul,
1361,Ive had a foul day at work.,foul,
1362,Why are you in such a foul mood this morning?,foul,
1363,What foul weather!,foul,
1364,a foul throw,foul,
1365,a foul tackle,foul,
1366,The referee noticed foul of the player.,foul,
1367,He made a foul in last game.,foul,
1368,They were using foul language,foul,
1369,Dont fret - Im sure hes OK.,fret,
1370,Doubts began to fret his mind.,fret,
1371,Her baby starts to fret as soon as she goes out of the room.,fret,
1372,Was he telling her to fret Joshs name off her list?,fret,
1373,She threatened to fret my eyes out if I touched her.,fret,
1374,You fret my mobile screen,fret,
1375,Put plastic cover so that nothing can fret your screen of computer,fret,
1376,Don’t put your key in pocket. It may fret tour mobile,fret,
1377,I like a white hack to ride,hack,
1378,You could use a hack to carry these box and load.,hack,
1379,The explorers ride hack in their way through dense jungle.,hack,
1380,You cant ride hack all day!,hack,
1381,"In mountain, they use hack to carry their goods",hack,
1382,He managed to hack the code.,hack,
1383,Someone managed to hack into the company database.,hack,
1384,Two employees who tried to hack computer system and changing data were charged.,hack,
1385,Someone tried to hack my email to access to a number of confidential document.,hack,
1386,It is easy to hack password of Wi-Fi.,hack,
1387,Let me hack together a checking program.,hack,
1388,A programmer had managed to hack some top-secret government data.,hack,
1389,"An uneven hand, difficult to read.",hand,
1390,I cannot read my son’s unclear hand.,hand,
1391,Children are taught to write clear hand,hand,
1392,"Even hand, easy to read",hand,
1393,My daughter writes very clear hand,hand,
1394,They hand us a business card.,hand,
1395,The waiter hand me the menu with a flourish.,hand,
1396,Hand me a tissue paper just as I sneezed.,hand,
1397,Please would you hand me my coat?,hand,
1398,Hand me my book today,hand,
1399,They hand ed documents to lawyer,hand,
1400,Court hand ed criminal to police,hand,
1401,Hand the files to my friend,hand,
1402,Public opinion has polarized on this issue.,issue,
1403,They raised environmental issue ,issue,
1404,Need to care about ethical issue,issue,
1405,This is a and personal issue,issue,
1406,As employers we need to be seen to be addressing these issues sympathetically.,issue,
1407,Dont worry about who will do it - thats just a minor issue not the main?,issue,
1408,Animal experimentation is a highly emotive issue.,issue,
1409,We met on several occasions to discuss the issue.,issue,
1410,They launched a vehement attack on the governments handling of environmental issues. ,issue,
1411,The doctors stance on the issue of abortion is well known.,issue,
1412,Abortion is a highly controversial issue.,issue,
1413,The seller has to issue a tax invoice.,issue,
1414,Police have started to issue an Identikit of the man they want to question.,issue,
1415,The Palace has decided to issue a statement criticizing the newspaper report.,issue,
1416,He does not issue peremptory instruction.,issue,
1417,He will not issue direction to judges on sentencing in the next few days.,issue,
1418,The company has been forced to issue a statement about yesterdays accident.,issue,
1419,College will issue student card soon,issue,
1420,The mean is the average of the numbers,mean,
1421,Find a mean value.,mean,
1422,Their mean weight was 76.4 kilos.,mean,
1423,Calculate the mean of those data.,mean,
1424,Find the mean value of these data,mean,
1425,Did you calculate the mean?,mean,
1426,Mean height of students is 5 feet 6 inches,mean,
1427,You never understand me what I mean.,mean,
1428,What does this word mean?,mean,
1429,Do you know what I mean?,mean,
1430,A plastic model aircraft,model,
1431,By looking at this model you can get a better idea of how the bridge will look.,model,
1432,Construct mathematical model,model,
1433,Develop its theoretical model ,model,
1434,Develop its statistical model,model,
1435,No computer model of the economy can predict when the next recession will be.,model,
1436,Theyve copied the basic design from the Japanese model and added a few of their own refinement.,model,
1437,Our latest model of phone has several new feature.,model,
1438,Our marketing people have come up with a great idea for the launch of the new model.,model,
1439,The companys new model will be going into production early next year. ,model,
1440,They agreed to design it based on the model of the Sydney Opera House.,model,
1441,The latest model has over 100 new feature.,model,
1442,I want to be a positive role model for my sister.,model,
1443,Why is he my main role model and confidant?,model,
1444,He wasnt evil enough to be a role model to us.,model,
1445,My mom and dad always fast on religious day.,fast,
1446,I feel weak when I fast in a day.,fast,
1447,I wonder how people fast for whole day.,fast,
1448,"If you fast sometimes, it is good for health",fast,
1449,Don’t fast whole day if you are weak.,fast,
1450,Patient sometimes need to fast due to medical reason,fast,
1451,fast car,fast,
1452,a fast swimmer,fast,
1453,The fast train to London takes less than an hour.,fast,
1454,"The police car was going so fast, it must have been chasing someone.",fast,
1455,Isabels heart was beating fast with fright.,fast,
1456,We were scrabbling over the rocks as fast as we could.,fast,
1457,I think the kitchen clock is fast.,fast,
1458,"Given his age, hes a remarkably fast runner.",fast,
1459,Fast moving,fast,
1460,Fast film,fast,
1461,He is doing his work fast,fast,
1462,Come fast,fast,
1463,The wine has pleasant finish.,finish,
1464,The taste of the wine has sour finish,finish,
1465,This local wine has sour finish,finish,
1466,I like this wine finish,finish,
1467,Ill call you when I finish my homework.,finish,
1468,Please place your questionnaire in the box when you finish.,finish,
1469,She decided to finish the concert with a song from her first album.,finish,
1470,The meeting should finish around four oclock.,finish,
1471,Make sure they finish their dinner.,finish,
1472,You finish your drink.,finish,
1473,Weve got two clear weeks in which to finish the decorating.,finish,
1474,Did you finish your essay in the allotted time?,finish,
1475,Class starts at 9 a.m. and will finish at 10.30 p.m.,finish,
1476,When do you finish the project?,finish,
1477,The pant has a flare at bottom.,flare,
1478,This skirt has a definite flare.,flare,
1479,The skirt fits tightly over the hips and is flare just below the knees.,flare,
1480,The horse has flare nostril.,flare,
1481,This trouser has flare at the ankle.,flare,
1482,The boat is equipped with light to flare.,flare,
1483,Did you see that candle does flare at the end?,flare,
1484,It suddenly does flare when she threw the petrol onto the fire.,flare,
1485,You have to flare to get help from our rescuer.,flare,
1486,The flame above the oil well did flare into the dark sky.,flare,
1487,The candle did flare then went out.,flare,
1488,Grain of wheat and rice,grain,
1489,Grain is one of the main export of the American Midwest.,grain,
1490,European countries are quite aggressive subsidizers of grain export.,grain,
1491,A few chicken were scratching around in the yard for grain.,grain,
1492,The grain is still milled locally.,grain,
1493,A tornado destroyed grain crops across much of the Midwest.,grain,
1494,A surplus of corn has helped depress the grain market.,grain,
1495,Wheat and rye are two common grain used in making bread.,grain,
1496,The farmer took his grain to the mill.,grain,
1497,"Wash your hands, they are grain ed with dirt",grain,
1498,Children hands were grain ed with sand,grain,
1499,He is very dirty grain ed with mud,grain,
1500,his gray eyes smoldering with unmasked anger.,gray,
1501,Look at those big gray eyes and that beautiful red hair!,gray,
1502,The gray dress is expensive.,gray,
1503,His gray suit looked expensive and the silk tie added a touch of elegance.,gray,
1504,I have a gray t-shirt,gray,
1505,I like gray dress,gray,
1506,Gray color suits for me,gray,
1507,I like gray pant,gray,
1508,How it happened is still a gray area.,gray,
1509,There are a lot of gray area where it is hard to decide until you have more information and experience.,gray,
1510,Then there is a gray area in which you can operate.,gray,
1511,There was never a gray area.,gray,
1512,After a long hunt we finally found a house we liked.,hunt,
1513,The hunt for the injured climber continued throughout the night.,hunt,
1514,Police are on the hunt for the kidnapper.,hunt,
1515,Our hunt for a new tenant ended when she replied to the advert.,hunt,
1516,The hunt for a successor will begin immediately.,hunt,
1517,Hows the house hunt going?,hunt,
1518,William Holman Hunt was an English painter and one of the founders of the Pre-Raphaelite Brotherhood,hunt,
1519,For Hunt it was the duty of the artist to reveal the correspondence between sign and fact in painting.,hunt,
1520,I heard someone turn a key in the lock.,lock,
1521,safety lock,lock,
1522,Thief got in by smashing the lock off the door.,lock,
1523,"She eased the key into the lock, anxious not to wake anyone.",lock,
1524,"If the lock has frozen up, try lubricating it with oil.",lock,
1525,"If the door wont open, try jiggling the key in the lock.",lock,
1526,Insert the key into the lock.,lock,
1527, She would keep any sensitive documents under lock and key.,lock,
1528,Dont forget to lock the door when you go out.,lock,
1529,If you shut the door it will lock automatically.,lock,
1530,They’re lock ed in a lawsuit with their former employer.,lock,
1531,"The cars crashed and the bumpers lock ed, making it impossible to move.",lock,
1532,The bank won’t lock in our mortgage rate.,lock,
1533,A loop should have a condition that terminates it.,loop,
1534,A loop executes instructions repeatedly in a program.,loop,
1535,Check the condition applied in the loop may not be correct.,loop,
1536,Use exit-control loop here.,loop,
1537,Entry-control loop,loop,
1538,Use for loop to list the numbers,loop,
1539,What is the difference between while and do-while loop,loop,
1540,A loop of wire held the gate shut.,loop,
1541,The analog part is the unit of analog circuit of double current loop.,loop,
1542,The current loop selects and uses PI regulator. ,loop,
1543,Find the voltage of in the circuit loop.,loop,
1544,James Brown is the master of funk.,master,
1545,He considered himself a master of witty banter.,master,
1546,He was a master of stratagem,master,
1547,He is a master craftsman.,master,
1548,He is a master chef.,master,
1549,She is master in engineering. ,master,
1550,I am master in economics.,master,
1551,He is master in arts,master,
1552,We are master in business in administration,master,
1553,You are master in civil,master,
1554,She works for a local firm that makes medical equipment.,firm,
1555,This new tax will put a lot of small firm out of business.,firm,
1556,She runs a consulting firm in West Chester. ,firm,
1557,He works for a law firm called Neil and Vigliano.,firm,
1558,Shes just started working for an accounting firm.,firm,
1559,It is a firm of architects.,firm,
1560,A firm of accountants is opened in the city.,firm,
1561,Id rather sleep on a firm mattress than a soft one.,firm,
1562,These pear are still too firm to eat.,firm,
1563,The ground was not firm enough to build on.,firm,
1564,The mixture should be firm to the touch after it has been baked.,firm,
1565,Place the template on a firm surface.,firm,
1566,The bed in the hotel was not firm enough.,firm,
1567,Girls generally flow from the age of 11 in Nepal.,flow,
1568,The woman stopped to flow at the age of 44.,flow,
1569,My wife got flow today,flow,
1570,"Since the girl flow today, so cannot make love",flow,
1571,Ligatures are used in surgery to stop the flow of a bleeding artery.,flow,
1572,The countrys asylum laws were amended to staunch the flow of economic migrant.,flow,
1573,They are broadening the bridge to speed up the flow of traffic.,flow,
1574,She tied a handkerchief around the wound to stem the flow of blood.,flow,
1575,"Diets that are high in saturated fat and cholesterol tend to clog up our arteries, thereby reducing the flow of blood.",flow,
1576,This drug increases the flow of blood to the heart.,flow,
1577,Flow of river is changed by building a dam.,flow,
1578,Flow of water is enough to produce electricity in this river. ,flow,
1579,Put the ice cream in freeze state.,freeze,
1580,The water is in freeze state,freeze,
1581,The water of the tap is in freeze state,freeze,
1582,"Break the freeze, then water will come",freeze,
1583,The company has imposed to freeze employees wage.,freeze,
1584,The company started to freeze salary.,freeze,
1585,The government decided to freeze its assets in this year.,freeze,
1586,The government decided to freeze pensions until the end of next year.,freeze,
1587,"When it was obvious the company was going bankrupt, the government ordered to freeze all their assets.",freeze,
1588,The government has imposed to freeze increase in wage.,freeze,
1589,Some of the prisoners assets were ordered to freeze by the government.,freeze,
1590,He is in plumbing game.,game,
1591,He is in teaching game.,game,
1592,I am in wiring game.,game,
1593,I have started in shopping game since 10 years ago,game,
1594,One false move may lose the game. ,game,
1595,The rules of the game are quite simple,game,
1596,Lets play a game of snooker.,game,
1597,The football game at Tuesday.,game,
1598,We won the game with a score of 5 to zero.,game,
1599,It is a board game,game,
1600,computer game is indoor game,game,
1601,The children play a game of cops and robbers.,game,
1602,I told the children to put their toy and game away.,game,
1603,They are watching a game of chess.,game,
1604,"I won the first game, and then lost the next two.",game,
1605,"After the game, the players were tired and demoralized.",game,
1606,We need two dice to play the game.,game,
1607,A painful injury forced her to withdraw from the game.,game,
1608,"At the end of the game, there was a surge of fans onto the field.",game,
1609,"If you mix blue and yellow, you get green.",green,
1610,"Hes got pink walls and a green carpet, which to my mind looks all wrong.",green,
1611,I think Ill take your advice and get the green dress.,green,
1612,I put my new green shirt in a hot wash and the color ran.,green,
1613,I wore that skirt with the green spot.,green,
1614,I bought a green jacket,green,
1615,I have a car with green color,green,
1616,The grass in the ground is green,green,
1617,Bus with green color,green,
1618,Green forest,green,
1619,Are you sick? You are looking green.,green,
1620,"Green face, Are you tired?",green,
1621,"I fell sick, you can feel with my green face",green,
1622,They tried to buy the guard at the bank off but he told the police and the gang were arrested.,guard,
1623,The guard failed to observe who delivered the package.,guard,
1624,The border guard stopped me and asked to see my papers.,guard,
1625,There is a guard on the door to keep out undesirables.,guard,
1626,Armed guard was stationed around the airport.,guard,
1627,The guard is standing at the gate.,guard,
1628,They killed the guard and enter into the bank to robber ,guard,
1629,The guard sometime sleeps in the chair,guard,
1630,The guard stopped him not to allow to enter into the hotel,guard,
1631,While playing boxing you must have a mouth guard.,guard,
1632,Going on the cricket field without an A.D guard can’t be acceptable.,guard,
1633,"With a great heave, they rolled the boulder out of the way.",heave,
1634,"As the wind increased, the deck of the ship became unstable due to great heave.",heave,
1635,Plane is shaking us with great heave due to turbulence ,heave,
1636,The smell of the fish made my stomach heave.,heave,
1637,"When some people travel in bus, they start to heave.",heave,
1638,Long travel always made me feel to heave,heave,
1639,I got many hurt in my body,hurt,
1640,That man has many hurt in the accident,hurt,
1641,She has marks of hurt in her body ,hurt,
1642,Granny says if she stands up for a long time her ankles hurt.,hurt,
1643,"""My fingers hurt,"" wailed the child.",hurt,
1644,My throat is so sore that it really hurt when I swallow.,hurt,
1645,The lights are too bright in here - they hurt my eyes.,hurt,
1646,"It was an innocent remark, I didnt mean to hurt his feelings.",hurt,
1647,My head hurt.,hurt,
1648,She says that her ear hurt her.,hurt,
1649,Emma hurt her back when she fell off her horse.,hurt,
1650,Several people were seriously/badly hurt in the explosion.,hurt,
1651,I need a two-in-one jack socket for the speaker,jack,
1652,It is a microphone jack,jack,
1653,Insert the jack in the LAN port,jack,
1654,Plug the jack into the television,jack,
1655,Insert the telephone jack,jack,
1656,You need to jack up the car before you try to remove the wheel.,jack,
1657,Jack up the truck before you check the fault.,jack,
1658,I jack up my car before I change the tire ,jack,
1659,Jack the truck first,jack,
1660,You have to jack your vehicle before you repair its flat tire,jack,
1661,Give the door a good kick if it wont open.,kick,
1662,The referee awarded a free kick to the home team.,kick,
1663,Dont give a kick to the ball into the road.,kick,
1664,The policeman gave a kick the door to get inside the room.,kick,
1665,Apply strong kick to the ball,kick,
1666,A weak kick cannot move it,kick,
1667,He kick ed him with his foot,kick,
1668,Kindness is the sunshine of social life.,life,
1669,I had an active social life when I was at college.,life,
1670,His lack of social life was beginning to get him down.,life,
1671,The pressures of city life forced him to move to the country.,life,
1672,The TV play was based on real life.,life,
1673," In real life, nobody was all bad, nor, conversely, all good.",life,
1674,Everyone has a right to live their life.,life,
1675,This battery has short life.,life,
1676,The life time of the bulb is very long.,life,
1677,"Service your car in time, it will increase the life time of your car",life,
1678,The lubricant increase the life time of engine,life,
1679,How long will it take to load this sand onto the lorry?,load,
1680,Lets load up the car and then we can go.,load,
1681,To load the washing-machine.,load,
1682,They load the lorry with potatoes.,load,
1683,Its your turn to load the dishwasher.,load,
1684,They load the boxes onto the ship.,load,
1685,We will need a fork-lift truck to load these crates.,load,
1686,Load the gun to shoot.,load,
1687,The policeman decided to load his gun.,load,
1688,"Bullets are about to finish, load the gun as soon as possible.",load,
1689,"Before you fire your gun, don’t forgot to load it",load,
1690,"Due to rust, he could not load his gun",load,
1691,She has a lovely look.,look,
1692,"With a sad look, he replied.",look,
1693,He has charming look.,look,
1694,His charming look made me motivated,look,
1695,I got afraid with his angry look,look,
1696,I am look ing for my key.,look,
1697,"I look ed everywhere, but I couldnt find my glasses.",look,
1698,Have you look ed in the dictionary?,look,
1699,I look ed down the list but couldnt see his name.,look,
1700,She turned the vase over to look for the price.,look,
1701,Youd have found it if youd bothered to look.,look,
1702,I bent down to look under the bed.,look,
1703,"She ran her finger down the list, to look her name.",look,
1704,The ticket is valid until March.,march,
1705,March is the third month of the year.,march,
1706,"In March and April, the weather is much less predictable.",march,
1707,The protest march went off peacefully with only two arrest.,march,
1708,The lecturers joined the protest march to show solidarity with their students.,march,
1709,Demonstrators nearly came to blows with the police during the march.,march,
1710,They are planning a large anti racism march.,march,
1711,It had been a long march and the soldiers were weary.,march,
1712,The statue is made in a mold and I just paint them.,mold,
1713,She put clay in a mold to make little animals.,mold,
1714,My son use mold to make statue ,mold,
1715,"Using mold, it is very easy to make small statue ",mold,
1716,These suits mold his handsome body.,mold,
1717,That sari mold her beautiful body,mold,
1718,This dress mold her sexy figure ,mold,
1719,It is too late for a fresh start.,fresh,
1720,We will have a fresh start for the year ahead.,fresh,
1721,Lets put our differences aside and make a fresh start,fresh,
1722,It is a fresh idea.,fresh,
1723,I felt wonderfully clean and fresh after my shower.,fresh,
1724,I use a mouthwash to keep my breath fresh.,fresh,
1725,"This wine has a light, fresh taste.",fresh,
1726,"For this dish, fresh herbs and garlic are preferable.",fresh,
1727,Try to eat plenty of fresh fruit.,fresh,
1728,We need fresh air in room. ,fresh,
1729,The front of the museum is very impressive.,front,
1730,He was lying on his front.,front,
1731,The actor walked out to the front of the stage.,front,
1732,The shop front occupies a very prominent position on the main street.,front,
1733,Do you want to sit in the front?,front,
1734,"If we sit near the front of the bus, well have a better view.",front,
1735,There was a picture of the Trevi fountain on the front of the book.,front,
1736,There are two entrances - one at the front and one round the back.,front,
1737,When the doors opened she barged her way to the front of the queue.,front,
1738,Her name was emblazoned across the front of the theatre.,front,
1739,He was a soldier on the Western front in World War I. ,front,
1740,the enemys front line.,front,
1741,Tens of thousands of soldiers died at the front line.,front,
1742,The captain was recalled from the front line.,front,
1743,Information officers are in the front line of putting across government policies.,front,
1744,We really were in the front line.,front,
1745,The fog is cleared away and the full moon appeared.,full,
1746,A full moon hovered in the sky.,full,
1747,A full moon bathed the countryside in a silver light.,full,
1748,Our way was lit by a full moon.,full,
1749,"The sky is clear, we can see the full moon",full,
1750,This cup is very full so be careful with it.,full,
1751,My plate was already full.,full,
1752,I tried to get in the cinema last night but it was full.,full,
1753,Dont talk with your mouth full.,full,
1754,The shelf was full of books.,full,
1755,When she looked at him her eyes were full of tears.,full,
1756,I tried to get on the 8.45 train but it was full.,full,
1757,Dont fill your glass too full or youll spill it.,full,
1758,The stadium was only half full.,full,
1759,Weve brought a cooler full of beer with us.,full,
1760,Hes got a whole drawer full of odd socks.,full,
1761,The museum is full of rare and precious treasures.,full,
1762,Please give your full name and address.,full,
1763,Todays my last full day in Paris.,full,
1764,The board concurred that the editor should have full control over editorial matters.,full,
1765,"When the newspapers published the full story, all his earlier deceits were revealed.",full,
1766,The prognosis after the operation was for a full recovery.,full,
1767,The minister was sacked for abusing power for his personal gain.,gain,
1768,Electricals made big gain in this afternoons trading on Wall Street.,gain,
1769,The collapse of its rivals brought fortuitous gain to the company.,gain,
1770,The election returns produced a confusing picture of gain and loss.,gain,
1771,He was fired for abusing his position for his own personal gain.,gain,
1772,I did gain a lot of weight while I was on holiday.,gain,
1773,The car gain ed speed going down the hill.,gain,
1774,Good economic indicators caused the share index to gain by ten points.,gain,
1775,The spacecraft will fly round Earth to gain momentum for its trip to Jupiter.,gain,
1776,The rock gain s speed as it rolls down the slope.,gain,
1777,He has gain ed weight since giving up smoking.,gain,
1778,You have gain ed 20 cm height since I last measured you.,gain,
1779,"I’ve gain ed weight, and I’m going on a diet.",gain,
1780,My son study in grade five.,grade,
1781,All students of grade 9 are playing.,grade,
1782,Two students of grade 6 are absent in school today.,grade,
1783,He admitted at grade 7 in another school,grade,
1784,He passed grade 8.,grade,
1785,The essays were grade d on clarity of expression.,grade,
1786,Eggs are usually grade d by size.,grade,
1787,Grade work,grade,
1788,Grade the paper,grade,
1789,Grade the student by the written test,grade,
1790,The fruit is washed and then grade d by size.,grade,
1791,Data is transmitted via a link to the central office.,link,
1792,A secure link is needed between two computer for data transmission. ,link,
1793,The data link is established between two tower,link,
1794,"This device creates a link between computer, enabling you to share file, no matter what their size.",link,
1795,The link is disconnected between two devices,link,
1796,The railway link would connect Paris with Frankfurt.,link,
1797,The police have found no evidence of a terrorist link with the murder.,link,
1798,There is a direct link between smoking and lung cancer.,link,
1799,A high-speed rail link brings you to the airport.,link,
1800,a bus link,link,
1801,a road link,link,
1802,a transport link,link,
1803,A captain is inferior to a major.,major,
1804,The captain was promoted to major.,major,
1805,His post is now major ,major,
1806,Major of army is giving speech to his soldiers ,major,
1807,He is promoted to post of major,major,
1808,One major subject area within the polytechnics that has developed considerably in recent years is that of teacher education.,major,
1809,Magnetic reconnection is a major subject in plasma physics.,major,
1810,His major subject is English.,major,
1811,Students are taking class of major subject,major,
1812,a young man is running,man,
1813,a tall man is the our employ,man,
1814,man and woman are sitting together,man,
1815,The man is genius.,man,
1816,He is a stupid man,man,
1817,The man married a girl,man,
1818,The phones are man ned 24 hours a day.,man,
1819,Barricades were erected against the advancing government troops and they were man ned throughout the night.,man,
1820,Man the pumps.,man,
1821,The first mate was elevated to the position of ship captain.,mate,
1822,He had worked as a ship mate for ten years.,mate,
1823,He is working as mate in ship,mate,
1824,She got married with ship mate,mate,
1825,The mate is helping the captain of ship,mate,
1826,She hoped the plan would mate her opponent.,mate,
1827,My Dad can always mate me within few move.,mate,
1828,I mate my opponent in the few moves ,mate,
1829,Mate in the chess,mate,
1830,"In few moves, mate him",mate,
1831,Measure the distance between the two points.,measure,
1832,"Will the table fit in here?"" ""I dont know - lets measure it.""",measure,
1833,This machine measure your heart rate.,measure,
1834,He measure the floor size.,measure,
1835,The screen measure 34 inches diagonally. ,measure,
1836,The main bedroom measure 24 ft by 18 ft.,measure,
1837,Engine speed can be measure in revolutions per minute (rpm).,measure,
1838,The new tax would force companies to adopt energy-saving measure.,measure,
1839,This measure is designed to reduce pollution.,measure,
1840,Teachers claim such measure could unfairly disadvantage ethnic minorities.,measure,
1841,"In the past 10 years, preventive measure has radically reduced levels of tooth decay in children.",measure,
1842,He developed a program library in C.,library,
1843,Code a library in C++,library,
1844,A new library is added to compiler,library,
1845,The compiler has in many inbuilt library,library,
1846,A library is a collection of special program ,library,
1847,He is coding a new library,library,
1848,Program library,library,
1849,Subroutine library ,library,
1850,"This library loans book, CD and videotape.",library,
1851,Jill spent the past few months doing research in the library.,library,
1852,A date stamp inside the front cover of a library book shows when it should be returned.,library,
1853,The council has decided that the local public library will close on Mondays.,library,
1854,a library book is issued for me,library,
1855,A student is reading book in library,library,
1856,a public library is available in the city.,library,
1857,I am going to University library today.,library,
1858,A school library is opened.,library,
1859,A college library is closed,library,
1860,iron rusts easily.,iron,
1861,Liver is a particularly rich source of dietary iron.,iron,
1862,iron ore ,iron,
1863,an iron deficiency,iron,
1864,A heavy iron chain was clamped around his wrist.,iron,
1865,"The earths core is a hot, molten mix of iron and nickel.",iron,
1866,The roof is made from sheet of corrugated iron.,iron,
1867,Working iron requires higher temperatures than bronze.,iron,
1868,Iron is attracted to a magnet.,iron,
1869,Its hard to bend an iron bar.,iron,
1870,"Germany produced enormous quantities of coal, iron and steel.",iron,
1871,It takes about five minutes to iron a shirt properly.,iron,
1872,Iron your cloth.,iron,
1873,I am going to iron my shirt and pant. ,iron,
1874,Iron the tie,iron,
1875,a field mouse,mouse,
1876,a pet mouse,mouse,
1877,The mouse look around the room inquisitively.,mouse,
1878,The mouse scurried across the floor.,mouse,
1879,Mouse and cat are running,mouse,
1880,cat held the mouse by its tail,mouse,
1881,You can move the cursor either by using the mouse or by using the arrow keys on the keyboard.,mouse,
1882,"Once you get the feel of it, using a computer mouse is easy.",mouse,
1883,Computer expert? He doesnt know a mouse from a modem ,mouse,
1884,A mouse is a device which makes it easier to select different options from computer menus.,mouse,
1885,Select the function you require by pointing to the toggle with the mouse click.,mouse,
1886,The key opens my door.,key,
1887,"She fumbled around in her handbag, looking for her key.",key,
1888,I heard someone turn a key in the lock.,key,
1889,Give me the car key - youre in no fit state to drive.,key,
1890,She suddenly remembered her key was in her other bag.,key,
1891,Please hand in your key at reception on your departure from the hotel.,key,
1892,I put the key into the ignition.,key,
1893,He took a small key from his pocket and inserted it into the lock,key,
1894,"I lost my door key, break it now",key,
1895,"I lost my car key, call the showroom.",key,
1896,This key does not open the lock,key,
1897,She was a key figure in the international art world.,key,
1898,a key factor in tackling the problem,key,
1899,I think there is one key fact that you have overlooked.,key,
1900,It is a key point of the presentation.,key,
1901,The key witness for the prosecution was offered police protection after she received death threats.,key,
1902,The control of inflation is a key component of the governments economic policy.,key,
1903,Delegation of responsibility is a key part of a managers job.,key,
1904,The economy is regarded as the key factor which will determine the outcome of the general election.,key,
1905,The key rule of this game,key,
1906,The key cause of this problem is explained,key,
1907,I got a letter from the bank this morning.,letter,
1908,He read her letter aloud to the rest of the family.,letter,
1909,I folded the letter in half and put it in an envelope.,letter,
1910,We try to answer letter as promptly as we can.,letter,
1911,"I had a lovely, long, chatty letter from my friend this morning.",letter,
1912,We are sorry for not answering your letter sooner.,letter,
1913,The letter is ready to post.,letter,
1914,John wrote a love letter,letter,
1915,I received my letter from post office ,letter,
1916,I sent letter at post office,letter,
1917,I went to the post office to send a letter to my friend,letter,
1918,My post box contained no letter,letter,
1919,Send me your letter to my postbox number,letter,
1920,I  got your letter in my postbox,letter,
1921,Send me your letter in this address ,letter,
1922,The address in the letter does not match,letter,
1923,Collect your letter from my postbox,letter,
1924,There are 26 letter in the English alphabet.,letter,
1925,The modern Russian alphabet has 31 letter.,letter,
1926,What letter does it starts with?,letter,
1927,How many letter are there in the alphabet?,letter,
1928,Z is the last letter of the alphabet.,letter,
1929,Our name all start with the letter S.,letter,
1930,My name ends with letter A.,letter,
1931,The bark of this tree is very rough.,bark,bark.n.01
1932,Bears like to scratch their back on tree bark.,bark,bark.n.01
1933,Bears often scratch their backs on the bark of trees.,bark,bark.n.01
1934,They stripped the tree of its bark.,bark,bark.n.01
1935,The collected bark of tree.,bark,bark.n.01
1936,That dog is trained to bark at stranger.,bark,bark.n.02
1937,The dog ‘s bark is against the intruder.,bark,bark.n.02
1938,Dog that bark a lot usually aren t dangerous.,bark,bark.n.02
1939,The bark of that dog wouldn t even scare off a baby.,bark,bark.n.02
1940,Sometimes I hear dog ‘s bark in the middle of the night.,bark,bark.n.02
1941,This sentence is printed in bold.,bold,
1942,The font is in bold.,bold,
1943,The sentence is highlighted in bold.,bold,
1944,Bold font are clearer to read.,bold,
1945,The line is need to be bold.,bold,
1946,It was a bold decision.,bold,
1947,We need somebody with bold new idea.,bold,
1948,He gets a little bold after he s had a few drink.,bold,
1949,He is so bold to ignore the teacher s advice.,bold,
1950,"Thanks to his bold decision, he was able to ride out the crisis.",bold,
1951,The lawyer decided to appeal the case.,case,
1952,The case will go before the European Court next month.,case,
1953,She accused her employer of unlawful dismissal and won her case.,case,
1954,He has been cited as the co-respondent in the divorce case.,case,
1955,The lack of evidence means that the case is unlikely to go to court.,case,
1956,His lawyer has decided not to proceed with the case.,case,
1957,He bought a case of wine for his brother in his birthday.,case,
1958,Can you get some more cola? The kids drank the whole case.,case,
1959,"""Can you lift this case?"" ""It depends on how heavy it is.""",case,
1960,She slammed her case down.,case,
